Purchase Date,Purchase Cost,Source,Sale Date,Sale Price,Profit,month,year,turnover
6/14/2017,$93.77 ,Roadside Pickup,7/26/2017,$143.77 ,$51.89 ,6,2017,45.40791341
6/15/2017,$77.86 ,Roadside Pickup,7/27/2017,$127.86 ,$123.85 ,6,2017,45.23949861
6/16/2017,$59.69 ,Roadside Pickup,7/28/2017,$109.69 ,$106.23 ,6,2017,54.3256114
6/17/2017,$112.60 ,Roadside Pickup,7/29/2017,$162.60 ,$133.18 ,6,2017,56.49818737
6/18/2017,$63.00 ,Roadside Pickup,7/30/2017,$113.00 ,$97.28 ,6,2017,44.87329487
6/19/2017,$93.09 ,Roadside Pickup,7/31/2017,$143.09 ,$60.48 ,6,2017,49.55671952
6/20/2017,$29.76 ,Roadside Pickup,8/1/2017,$79.76 ,$55.05 ,6,2017,59.30706709
6/21/2017,$62.93 ,Roadside Pickup,8/2/2017,$112.93 ,$99.61 ,6,2017,56.18604004
6/22/2017,$49.89 ,Roadside Pickup,8/3/2017,$99.89 ,$99.45 ,6,2017,52.30680939
6/23/2017,$74.98 ,Roadside Pickup,8/4/2017,$124.98 ,$108.49 ,6,2017,50.39867519
6/24/2017,$120.00 ,Roadside Pickup,8/5/2017,$170.00 ,$126.27 ,6,2017,61.59084325
6/25/2017,$30.42 ,Roadside Pickup,8/6/2017,$80.42 ,$77.08 ,6,2017,54.54214131
6/26/2017,$56.27 ,Roadside Pickup,8/7/2017,$106.27 ,$93.95 ,6,2017,44.48032339
6/27/2017,$101.02 ,Roadside Pickup,8/8/2017,$151.02 ,$84.87 ,6,2017,56.75254178
6/28/2017,$115.46 ,Roadside Pickup,8/9/2017,$165.46 ,$151.76 ,6,2017,51.13536797
6/29/2017,$106.12 ,Roadside Pickup,8/10/2017,$156.12 ,$53.75 ,6,2017,47.37878476
6/30/2017,$95.05 ,Roadside Pickup,8/11/2017,$145.05 ,$110.03 ,6,2017,54.08303456
7/1/2017,$100.88 ,Roadside Pickup,8/12/2017,$150.88 ,$103.46 ,7,2017,61.18265245
7/2/2017,$43.97 ,Roadside Pickup,8/13/2017,$93.97 ,$55.59 ,7,2017,46.99449239
7/3/2017,$65.80 ,Roadside Pickup,8/14/2017,$115.80 ,$80.31 ,7,2017,58.22818087
7/4/2017,$121.14 ,Roadside Pickup,8/15/2017,$171.14 ,$152.06 ,7,2017,50.09009685
7/5/2017,$103.12 ,Roadside Pickup,8/16/2017,$153.12 ,$63.58 ,7,2017,56.68360076
7/6/2017,$81.02 ,Roadside Pickup,8/17/2017,$131.02 ,$64.70 ,7,2017,52.31589282
7/7/2017,$92.75 ,Roadside Pickup,8/18/2017,$142.75 ,$93.47 ,7,2017,58.04683755
7/8/2017,$122.02 ,Roadside Pickup,8/19/2017,$172.02 ,$62.20 ,7,2017,49.66609242
7/9/2017,$107.35 ,Roadside Pickup,8/20/2017,$157.35 ,$107.91 ,7,2017,48.54546847
7/10/2017,$47.74 ,Roadside Pickup,8/21/2017,$97.74 ,$92.66 ,7,2017,50.03622379
7/11/2017,$64.33 ,Roadside Pickup,8/22/2017,$114.33 ,$75.68 ,7,2017,53.97206444
7/12/2017,$98.87 ,Roadside Pickup,8/23/2017,$148.87 ,$69.26 ,7,2017,55.2626813
7/13/2017,$74.56 ,Roadside Pickup,8/24/2017,$124.56 ,$72.03 ,7,2017,54.06800012
7/14/2017,$48.02 ,Roadside Pickup,8/25/2017,$98.02 ,$55.82 ,7,2017,52.35721648
7/15/2017,$91.63 ,Roadside Pickup,8/26/2017,$141.63 ,$50.36 ,7,2017,55.57930179
7/16/2017,$53.71 ,Roadside Pickup,8/27/2017,$103.71 ,$99.70 ,7,2017,49.77248251
7/17/2017,$63.91 ,Roadside Pickup,8/28/2017,$113.91 ,$62.39 ,7,2017,59.95225416
7/18/2017,$33.83 ,Roadside Pickup,8/29/2017,$83.83 ,$61.94 ,7,2017,48.82360172
7/19/2017,$29.51 ,Roadside Pickup,8/30/2017,$79.51 ,$71.13 ,7,2017,49.66152309
7/20/2017,$53.18 ,Roadside Pickup,8/31/2017,$103.18 ,$57.10 ,7,2017,54.26700717
7/21/2017,$84.24 ,Roadside Pickup,9/1/2017,$134.24 ,$82.15 ,7,2017,46.10771637
7/22/2017,$112.26 ,Roadside Pickup,9/2/2017,$162.26 ,$124.65 ,7,2017,57.66775026
7/23/2017,$81.49 ,Roadside Pickup,9/3/2017,$131.49 ,$113.01 ,7,2017,53.01368887
7/24/2017,$48.32 ,Roadside Pickup,9/4/2017,$98.32 ,$76.86 ,7,2017,61.0582274
7/25/2017,$61.26 ,Roadside Pickup,9/5/2017,$111.26 ,$70.98 ,7,2017,48.49076672
7/26/2017,$118.87 ,Roadside Pickup,9/6/2017,$168.87 ,$57.67 ,7,2017,51.47870752
7/27/2017,$95.29 ,Roadside Pickup,9/7/2017,$145.29 ,$113.33 ,7,2017,58.59081218
7/28/2017,$42.90 ,Roadside Pickup,9/8/2017,$92.90 ,$62.72 ,7,2017,52.35442378
7/29/2017,$84.74 ,Roadside Pickup,9/9/2017,$134.74 ,$68.31 ,7,2017,60.8264647
7/30/2017,$63.68 ,Roadside Pickup,9/10/2017,$113.68 ,$105.83 ,7,2017,51.81395098
7/31/2017,$36.96 ,Roadside Pickup,9/11/2017,$86.96 ,$79.59 ,7,2017,61.40550206
8/1/2017,$34.96 ,Roadside Pickup,9/12/2017,$84.96 ,$65.57 ,8,2017,61.10576018
8/2/2017,$26.90 ,Roadside Pickup,9/13/2017,$76.90 ,$75.19 ,8,2017,57.38640622
8/3/2017,$35.74 ,Roadside Pickup,9/14/2017,$85.74 ,$59.03 ,8,2017,55.33337214
8/4/2017,$69.27 ,Roadside Pickup,9/15/2017,$119.27 ,$69.27 ,8,2017,45.40594574
8/5/2017,$83.31 ,Roadside Pickup,9/16/2017,$133.31 ,$109.21 ,8,2017,61.88123702
8/6/2017,$111.59 ,Roadside Pickup,9/17/2017,$161.59 ,$148.58 ,8,2017,47.76188797
8/7/2017,$95.75 ,Roadside Pickup,9/18/2017,$145.75 ,$124.98 ,8,2017,49.53052344
8/8/2017,$76.15 ,Roadside Pickup,9/19/2017,$126.15 ,$57.12 ,8,2017,49.46359744
8/9/2017,$40.74 ,Roadside Pickup,9/20/2017,$90.74 ,$53.17 ,8,2017,57.3952925
8/10/2017,$85.54 ,Roadside Pickup,9/21/2017,$135.54 ,$71.67 ,8,2017,56.88247645
8/11/2017,$51.97 ,Roadside Pickup,9/22/2017,$101.97 ,$95.76 ,8,2017,45.37351215
8/12/2017,$54.03 ,Roadside Pickup,9/23/2017,$104.03 ,$55.16 ,8,2017,48.66966427
8/13/2017,$64.06 ,Roadside Pickup,9/24/2017,$114.06 ,$95.52 ,8,2017,42.36785169
8/14/2017,$33.60 ,Roadside Pickup,9/25/2017,$83.60 ,$73.72 ,8,2017,43.880431
8/15/2017,$94.97 ,Roadside Pickup,9/26/2017,$144.97 ,$65.57 ,8,2017,50.82833326
8/16/2017,$32.99 ,Roadside Pickup,9/27/2017,$82.99 ,$60.93 ,8,2017,59.552772
8/17/2017,$79.25 ,Roadside Pickup,9/28/2017,$129.25 ,$102.88 ,8,2017,44.2053867
8/18/2017,$112.53 ,Roadside Pickup,9/29/2017,$162.53 ,$157.38 ,8,2017,50.72348471
8/19/2017,$41.90 ,Roadside Pickup,9/30/2017,$91.90 ,$75.45 ,8,2017,61.30967145
8/20/2017,$55.81 ,Roadside Pickup,10/1/2017,$105.81 ,$62.60 ,8,2017,45.31196837
8/21/2017,$70.67 ,Roadside Pickup,10/2/2017,$120.67 ,$82.68 ,8,2017,54.32043115
8/22/2017,$78.95 ,Roadside Pickup,10/3/2017,$128.95 ,$72.74 ,8,2017,42.25648799
8/23/2017,$74.87 ,Roadside Pickup,10/4/2017,$124.87 ,$102.52 ,8,2017,47.85740841
8/24/2017,$33.93 ,Roadside Pickup,10/5/2017,$83.93 ,$76.39 ,8,2017,57.51974033
8/25/2017,$90.93 ,Roadside Pickup,10/6/2017,$140.93 ,$55.13 ,8,2017,49.37535222
8/26/2017,$43.47 ,Roadside Pickup,10/7/2017,$93.47 ,$55.48 ,8,2017,42.50375506
8/27/2017,$44.26 ,Roadside Pickup,10/8/2017,$94.26 ,$53.20 ,8,2017,48.91465915
8/28/2017,$80.03 ,Roadside Pickup,10/9/2017,$130.03 ,$61.22 ,8,2017,61.63974536
8/29/2017,$99.60 ,Roadside Pickup,10/10/2017,$149.60 ,$79.57 ,8,2017,46.94624961
8/30/2017,$68.33 ,Roadside Pickup,10/11/2017,$118.33 ,$58.39 ,8,2017,47.43625138
8/31/2017,$36.85 ,Roadside Pickup,10/12/2017,$86.85 ,$51.36 ,8,2017,54.86781338
9/1/2017,$56.30 ,Roadside Pickup,10/13/2017,$106.30 ,$65.39 ,9,2017,56.48102799
9/2/2017,$45.64 ,Roadside Pickup,10/14/2017,$95.64 ,$69.80 ,9,2017,46.44312473
9/3/2017,$92.01 ,Roadside Pickup,10/15/2017,$142.01 ,$107.46 ,9,2017,59.2626053
9/4/2017,$86.81 ,Roadside Pickup,10/16/2017,$136.81 ,$73.99 ,9,2017,48.88548845
9/5/2017,$31.91 ,Roadside Pickup,10/17/2017,$81.91 ,$52.00 ,9,2017,42.25276133
9/6/2017,$103.00 ,Roadside Pickup,10/18/2017,$153.00 ,$57.00 ,9,2017,59.14966303
9/7/2017,$31.66 ,Roadside Pickup,10/19/2017,$81.66 ,$63.38 ,9,2017,60.71194773
9/8/2017,$104.62 ,Roadside Pickup,10/20/2017,$154.62 ,$99.99 ,9,2017,50.71209553
9/9/2017,$47.74 ,Roadside Pickup,10/21/2017,$97.74 ,$93.26 ,9,2017,47.9189586
9/10/2017,$38.87 ,Roadside Pickup,10/22/2017,$88.87 ,$64.70 ,9,2017,56.18757822
9/11/2017,$32.78 ,Roadside Pickup,10/23/2017,$82.78 ,$58.91 ,9,2017,44.99140929
9/12/2017,$64.93 ,Roadside Pickup,10/24/2017,$114.93 ,$70.20 ,9,2017,45.47953861
9/13/2017,$90.97 ,Roadside Pickup,10/25/2017,$140.97 ,$109.04 ,9,2017,60.07693172
9/14/2017,$55.70 ,Roadside Pickup,10/26/2017,$105.70 ,$102.25 ,9,2017,61.00989636
9/15/2017,$28.83 ,Roadside Pickup,10/27/2017,$78.83 ,$55.21 ,9,2017,49.99286608
9/16/2017,$55.80 ,Roadside Pickup,10/28/2017,$105.80 ,$78.67 ,9,2017,52.76969391
9/17/2017,$96.02 ,Roadside Pickup,10/29/2017,$146.02 ,$97.91 ,9,2017,57.33728709
9/18/2017,$43.72 ,Roadside Pickup,10/30/2017,$93.72 ,$72.06 ,9,2017,44.63080409
9/19/2017,$51.24 ,Roadside Pickup,10/31/2017,$101.24 ,$54.30 ,9,2017,55.83375436
9/20/2017,$63.21 ,Roadside Pickup,11/1/2017,$113.21 ,$50.76 ,9,2017,57.89310646
9/21/2017,$28.19 ,Roadside Pickup,11/2/2017,$78.19 ,$72.42 ,9,2017,52.6025928
9/22/2017,$65.59 ,Roadside Pickup,11/3/2017,$115.59 ,$104.03 ,9,2017,61.23386569
9/23/2017,$35.07 ,Roadside Pickup,11/4/2017,$85.07 ,$78.22 ,9,2017,50.75136798
9/24/2017,$76.96 ,Roadside Pickup,11/5/2017,$126.96 ,$112.51 ,9,2017,59.65731166
9/25/2017,$28.77 ,Roadside Pickup,11/6/2017,$78.77 ,$54.71 ,9,2017,59.36979163
9/26/2017,$92.70 ,Roadside Pickup,11/7/2017,$142.70 ,$52.42 ,9,2017,45.62245586
9/27/2017,$61.53 ,Roadside Pickup,11/8/2017,$111.53 ,$75.79 ,9,2017,58.19026966
9/28/2017,$96.55 ,Roadside Pickup,11/9/2017,$146.55 ,$50.68 ,9,2017,44.51753331
9/29/2017,$26.26 ,Roadside Pickup,11/10/2017,$76.26 ,$73.42 ,9,2017,57.88664146
9/30/2017,$58.13 ,Roadside Pickup,11/11/2017,$108.13 ,$54.57 ,9,2017,49.71920155
10/1/2017,$124.05 ,Roadside Pickup,11/12/2017,$174.05 ,$128.47 ,10,2017,50.32690251
10/2/2017,$53.00 ,Roadside Pickup,11/13/2017,$103.00 ,$92.33 ,10,2017,47.33069516
10/3/2017,$49.07 ,Roadside Pickup,11/14/2017,$99.07 ,$85.40 ,10,2017,61.56017126
10/4/2017,$42.58 ,Roadside Pickup,11/15/2017,$92.58 ,$80.27 ,10,2017,57.83148462
10/5/2017,$43.52 ,Roadside Pickup,11/16/2017,$93.52 ,$60.74 ,10,2017,51.12787133
10/6/2017,$62.10 ,Roadside Pickup,11/17/2017,$112.10 ,$50.91 ,10,2017,48.06970585
10/7/2017,$117.65 ,Roadside Pickup,11/18/2017,$167.65 ,$59.83 ,10,2017,55.06772991
10/8/2017,$25.79 ,Roadside Pickup,11/19/2017,$75.79 ,$75.21 ,10,2017,58.38686204
10/9/2017,$96.44 ,Roadside Pickup,11/20/2017,$146.44 ,$143.53 ,10,2017,48.87196977
10/10/2017,$94.34 ,Roadside Pickup,11/21/2017,$144.34 ,$133.70 ,10,2017,59.11480657
10/11/2017,$31.12 ,Roadside Pickup,11/22/2017,$81.12 ,$58.12 ,10,2017,43.29762827
10/12/2017,$118.97 ,Roadside Pickup,11/23/2017,$168.97 ,$120.54 ,10,2017,45.57306253
10/13/2017,$63.22 ,Roadside Pickup,11/24/2017,$113.22 ,$79.27 ,10,2017,61.17862726
10/14/2017,$37.60 ,Roadside Pickup,11/25/2017,$87.60 ,$56.61 ,10,2017,55.3899175
10/15/2017,$39.59 ,Roadside Pickup,11/26/2017,$89.59 ,$66.31 ,10,2017,48.22837586
10/16/2017,$84.94 ,Roadside Pickup,11/27/2017,$134.94 ,$122.59 ,10,2017,61.42533546
10/17/2017,$40.89 ,Roadside Pickup,11/28/2017,$90.89 ,$76.11 ,10,2017,61.72423239
10/18/2017,$93.45 ,Roadside Pickup,11/29/2017,$143.45 ,$81.04 ,10,2017,56.66589488
10/19/2017,$114.09 ,Roadside Pickup,11/30/2017,$164.09 ,$100.43 ,10,2017,61.94826194
10/20/2017,$122.89 ,Roadside Pickup,12/1/2017,$172.89 ,$118.35 ,10,2017,47.96172645
10/21/2017,$53.80 ,Roadside Pickup,12/2/2017,$103.80 ,$74.10 ,10,2017,60.79189836
10/22/2017,$30.60 ,Roadside Pickup,12/3/2017,$80.60 ,$63.60 ,10,2017,52.64503224
10/23/2017,$57.04 ,Roadside Pickup,12/4/2017,$107.04 ,$72.32 ,10,2017,47.59683117
10/24/2017,$114.69 ,Roadside Pickup,12/5/2017,$164.69 ,$118.02 ,10,2017,53.350516
10/25/2017,$28.67 ,Roadside Pickup,12/6/2017,$78.67 ,$71.36 ,10,2017,49.89392959
10/26/2017,$61.83 ,Roadside Pickup,12/7/2017,$111.83 ,$109.32 ,10,2017,58.07167207
10/27/2017,$102.42 ,Roadside Pickup,12/8/2017,$152.42 ,$114.67 ,10,2017,43.54570479
10/28/2017,$47.75 ,Roadside Pickup,12/9/2017,$97.75 ,$86.29 ,10,2017,58.84856097
10/29/2017,$61.43 ,Roadside Pickup,12/10/2017,$111.43 ,$96.33 ,10,2017,53.11321584
10/30/2017,$66.89 ,Roadside Pickup,12/11/2017,$116.89 ,$74.36 ,10,2017,54.57822278
10/31/2017,$69.90 ,Roadside Pickup,12/12/2017,$119.90 ,$94.13 ,10,2017,56.04435321
11/1/2017,$78.48 ,Roadside Pickup,12/13/2017,$128.48 ,$98.99 ,11,2017,60.69499162
11/2/2017,$28.49 ,Roadside Pickup,12/14/2017,$78.49 ,$75.14 ,11,2017,47.68014714
11/3/2017,$59.61 ,Roadside Pickup,12/15/2017,$109.61 ,$86.75 ,11,2017,53.57741669
11/4/2017,$119.13 ,Roadside Pickup,12/16/2017,$169.13 ,$161.84 ,11,2017,44.10659386
11/5/2017,$52.77 ,Roadside Pickup,12/17/2017,$102.77 ,$95.80 ,11,2017,46.58410487
11/6/2017,$111.05 ,Roadside Pickup,12/18/2017,$161.05 ,$70.34 ,11,2017,52.3230221
11/7/2017,$92.28 ,Roadside Pickup,12/19/2017,$142.28 ,$122.71 ,11,2017,53.40368193
11/8/2017,$55.91 ,Roadside Pickup,12/20/2017,$105.91 ,$104.02 ,11,2017,42.21393061
11/9/2017,$51.40 ,Roadside Pickup,12/21/2017,$101.40 ,$56.75 ,11,2017,48.57042438
11/10/2017,$113.35 ,Roadside Pickup,12/22/2017,$163.35 ,$145.23 ,11,2017,49.06153131
11/11/2017,$97.21 ,Roadside Pickup,12/23/2017,$147.21 ,$123.04 ,11,2017,49.63104808
11/12/2017,$121.16 ,Roadside Pickup,12/24/2017,$171.16 ,$64.80 ,11,2017,55.16686653
11/13/2017,$122.02 ,Roadside Pickup,12/25/2017,$172.02 ,$134.00 ,11,2017,57.00356831
11/14/2017,$60.06 ,Roadside Pickup,12/26/2017,$110.06 ,$65.62 ,11,2017,56.39073497
11/15/2017,$25.22 ,Roadside Pickup,12/27/2017,$75.22 ,$63.98 ,11,2017,55.65733977
11/16/2017,$91.84 ,Roadside Pickup,12/28/2017,$141.84 ,$82.29 ,11,2017,42.97224501
11/17/2017,$119.10 ,Roadside Pickup,12/29/2017,$169.10 ,$87.87 ,11,2017,55.5226789
11/18/2017,$48.37 ,Roadside Pickup,12/30/2017,$98.37 ,$65.23 ,11,2017,54.86215595
11/19/2017,$104.74 ,Roadside Pickup,12/31/2017,$154.74 ,$115.06 ,11,2017,49.3366023
11/20/2017,$32.77 ,Roadside Pickup,1/1/2018,$82.77 ,$61.91 ,11,2017,57.49333076
11/21/2017,$86.11 ,Roadside Pickup,1/2/2018,$136.11 ,$68.74 ,11,2017,43.60641417
11/22/2017,$30.79 ,Roadside Pickup,1/3/2018,$80.79 ,$51.36 ,11,2017,49.70858751
11/23/2017,$124.05 ,Roadside Pickup,1/4/2018,$174.05 ,$98.45 ,11,2017,47.95988146
11/24/2017,$104.37 ,Roadside Pickup,1/5/2018,$154.37 ,$95.39 ,11,2017,60.74242308
11/25/2017,$103.94 ,Roadside Pickup,1/6/2018,$153.94 ,$90.62 ,11,2017,53.03427647
11/26/2017,$115.08 ,Roadside Pickup,1/7/2018,$165.08 ,$146.09 ,11,2017,43.37962268
11/27/2017,$114.76 ,Roadside Pickup,1/8/2018,$164.76 ,$128.68 ,11,2017,56.83029773
11/28/2017,$84.32 ,Online,1/9/2018,$134.32 ,$90.05 ,11,2017,42.51622644
11/29/2017,$36.01 ,Online,1/10/2018,$86.01 ,$71.52 ,11,2017,61.52633353
11/30/2017,$99.88 ,Online,1/11/2018,$149.88 ,$97.61 ,11,2017,48.31721243
12/1/2017,$100.45 ,Online,1/12/2018,$150.45 ,$143.57 ,12,2017,51.64363932
12/2/2017,$33.92 ,Online,1/13/2018,$83.92 ,$80.68 ,12,2017,55.20260221
12/3/2017,$36.19 ,Online,1/14/2018,$86.19 ,$83.14 ,12,2017,49.93114774
12/4/2017,$115.35 ,Online,1/15/2018,$165.35 ,$154.01 ,12,2017,42.09442436
12/5/2017,$69.84 ,Online,1/16/2018,$119.84 ,$97.92 ,12,2017,57.72543179
12/6/2017,$84.58 ,Online,1/17/2018,$134.58 ,$50.16 ,12,2017,44.32918961
12/7/2017,$25.52 ,Online,1/18/2018,$75.52 ,$50.70 ,12,2017,45.50414178
12/8/2017,$99.06 ,Online,1/19/2018,$149.06 ,$140.93 ,12,2017,44.47990699
12/9/2017,$102.84 ,Online,1/20/2018,$152.84 ,$133.36 ,12,2017,43.16838641
12/10/2017,$59.88 ,Online,1/21/2018,$109.88 ,$83.19 ,12,2017,47.43043005
12/11/2017,$28.33 ,Online,1/22/2018,$78.33 ,$52.32 ,12,2017,44.88060243
12/12/2017,$66.81 ,Online,1/23/2018,$116.81 ,$77.83 ,12,2017,43.13333434
12/13/2017,$100.05 ,Online,1/24/2018,$150.05 ,$113.00 ,12,2017,59.29516317
12/14/2017,$82.00 ,Online,1/25/2018,$132.00 ,$100.55 ,12,2017,43.40590314
12/15/2017,$35.84 ,Online,1/26/2018,$85.84 ,$71.54 ,12,2017,56.54588653
12/16/2017,$92.04 ,Online,1/27/2018,$142.04 ,$99.92 ,12,2017,48.81375927
12/17/2017,$48.42 ,Online,1/28/2018,$98.42 ,$78.73 ,12,2017,45.86252784
12/18/2017,$65.89 ,Online,1/29/2018,$115.89 ,$84.40 ,12,2017,58.2514519
12/19/2017,$27.84 ,Online,1/30/2018,$77.84 ,$58.73 ,12,2017,44.25657485
